"run","tick","AgentType","X","Y"
15,20.0,"HUMAN",20,3
15,20.0,"HUMAN",16,9
15,20.0,"HUMAN",15,45
15,20.0,"HUMAN",44,18
15,20.0,"HUMAN",37,43
15,20.0,"ZOMBIE",0,3
15,20.0,"HUMAN",0,45
15,20.0,"HUMAN",1,37
15,20.0,"HUMAN",45,27
15,20.0,"HUMAN",25,35
15,20.0,"HUMAN",1,37
15,20.0,"HUMAN",26,38
15,20.0,"HUMAN",41,17
15,20.0,"HUMAN",0,22
15,20.0,"HUMAN",22,10
15,20.0,"HUMAN",49,33
15,20.0,"HUMAN",29,28
15,20.0,"HUMAN",32,26
15,20.0,"HUMAN",6,25
15,20.0,"HUMAN",13,26
15,20.0,"HUMAN",36,15
15,20.0,"HUMAN",16,38
15,20.0,"HUMAN",16,18
15,20.0,"HUMAN",27,42
15,20.0,"HUMAN",21,33
15,20.0,"HUMAN",38,5
15,20.0,"HUMAN",24,16
15,20.0,"HUMAN",33,25
15,20.0,"HUMAN",30,36
15,20.0,"ZOMBIE",37,0
15,20.0,"HUMAN",14,11
15,20.0,"HUMAN",44,16
15,20.0,"HUMAN",19,46
15,20.0,"HUMAN",5,16
15,20.0,"HUMAN",42,7
15,20.0,"HUMAN",25,17
15,20.0,"HUMAN",29,47
15,20.0,"HUMAN",3,1
15,20.0,"HUMAN",4,18
15,20.0,"HUMAN",9,36
15,20.0,"HUMAN",37,9
15,20.0,"ZOMBIE",25,42
15,20.0,"HUMAN",47,18
15,20.0,"HUMAN",48,33
15,20.0,"HUMAN",11,34
15,20.0,"HUMAN",9,44
15,20.0,"HUMAN",21,23
15,20.0,"HUMAN",3,3
15,20.0,"HUMAN",18,26
15,20.0,"HUMAN",1,30
15,20.0,"HUMAN",36,11
15,20.0,"HUMAN",39,13
15,20.0,"HUMAN",2,38
15,20.0,"HUMAN",38,49
15,20.0,"HUMAN",31,35
15,20.0,"HUMAN",34,0
15,20.0,"HUMAN",48,22
15,20.0,"HUMAN",30,2
15,20.0,"HUMAN",36,42
15,20.0,"HUMAN",29,31
15,20.0,"ZOMBIE",46,3
15,20.0,"HUMAN",33,25
15,20.0,"HUMAN",29,24
15,20.0,"HUMAN",30,40
15,20.0,"HUMAN",48,13
15,20.0,"HUMAN",49,10
15,20.0,"HUMAN",40,40
15,20.0,"HUMAN",6,44
15,20.0,"ZOMBIE",19,0
15,20.0,"HUMAN",30,45
15,20.0,"ZOMBIE",10,37
15,20.0,"HUMAN",39,28
15,20.0,"HUMAN",18,34
15,20.0,"HUMAN",33,38
15,20.0,"HUMAN",33,34
15,21.0,"HUMAN",41,40
15,21.0,"HUMAN",45,24
15,21.0,"HUMAN",32,32
15,21.0,"HUMAN",8,2
15,21.0,"HUMAN",36,28
15,21.0,"HUMAN",44,42
15,21.0,"HUMAN",34,49
15,21.0,"HUMAN",41,31
15,21.0,"HUMAN",20,18
15,21.0,"HUMAN",35,42
15,21.0,"HUMAN",41,36
15,21.0,"HUMAN",11,49
15,21.0,"HUMAN",6,11
15,21.0,"HUMAN",12,1
15,21.0,"HUMAN",48,48
15,21.0,"HUMAN",33,32
15,21.0,"HUMAN",33,18
15,21.0,"HUMAN",9,7
15,21.0,"HUMAN",23,18
15,21.0,"HUMAN",4,36
15,21.0,"HUMAN",47,6
15,21.0,"HUMAN",41,23
15,21.0,"HUMAN",34,3
15,21.0,"HUMAN",33,37
15,21.0,"HUMAN",1,43
15,21.0,"ZOMBIE",25,25
15,21.0,"HUMAN",10,42
15,21.0,"HUMAN",19,11
15,21.0,"HUMAN",23,42
15,21.0,"HUMAN",44,27
15,21.0,"ZOMBIE",1,2
15,21.0,"HUMAN",24,9
15,21.0,"HUMAN",28,6
15,21.0,"HUMAN",3,47
15,21.0,"ZOMBIE",21,30
15,21.0,"HUMAN",47,49
15,21.0,"HUMAN",39,14
15,21.0,"HUMAN",32,37
15,21.0,"ZOMBIE",39,35
15,21.0,"HUMAN",21,3
15,21.0,"HUMAN",10,41
15,21.0,"HUMAN",1,41
15,21.0,"HUMAN",19,42
15,21.0,"HUMAN",14,0
15,21.0,"HUMAN",24,34
15,21.0,"HUMAN",1,5
15,21.0,"HUMAN",24,41
15,21.0,"HUMAN",46,0
15,21.0,"HUMAN",21,41
15,21.0,"HUMAN",16,3
15,21.0,"HUMAN",16,23
15,21.0,"HUMAN",45,2
15,21.0,"HUMAN",24,20
15,21.0,"HUMAN",41,12
15,21.0,"HUMAN",26,33
15,21.0,"HUMAN",33,17
15,21.0,"ZOMBIE",45,47
15,21.0,"HUMAN",26,8
15,21.0,"HUMAN",22,31
15,21.0,"HUMAN",17,32
15,21.0,"HUMAN",41,29
15,21.0,"HUMAN",20,17
15,21.0,"HUMAN",47,29
15,21.0,"HUMAN",49,28
15,21.0,"HUMAN",0,30
15,21.0,"HUMAN",7,3
15,21.0,"HUMAN",28,16
15,21.0,"HUMAN",41,20
15,21.0,"HUMAN",37,4
15,21.0,"HUMAN",48,16
15,21.0,"HUMAN",45,19
15,21.0,"HUMAN",6,35
15,21.0,"HUMAN",7,25
15,21.0,"HUMAN",49,30
15,21.0,"HUMAN",7,45
15,21.0,"HUMAN",1,41
15,21.0,"HUMAN",27,28
15,21.0,"HUMAN",13,18
15,21.0,"HUMAN",36,8
15,21.0,"HUMAN",5,30
15,21.0,"HUMAN",11,32
15,21.0,"ZOMBIE",45,47
15,21.0,"HUMAN",33,22
15,21.0,"ZOMBIE",23,8
15,21.0,"HUMAN",22,47
15,21.0,"HUMAN",20,23
15,21.0,"HUMAN",37,6
15,21.0,"HUMAN",35,21
15,21.0,"HUMAN",18,37
15,21.0,"HUMAN",10,20
15,21.0,"HUMAN",37,44
15,21.0,"HUMAN",27,4
15,21.0,"ZOMBIE",37,42
15,21.0,"HUMAN",7,38
15,21.0,"HUMAN",15,45
15,21.0,"HUMAN",18,48
15,21.0,"ZOMBIE",14,9
15,21.0,"HUMAN",20,29
15,21.0,"HUMAN",1,35
15,21.0,"HUMAN",21,46
15,21.0,"HUMAN",35,44
15,21.0,"HUMAN",0,26
15,21.0,"HUMAN",36,7
15,21.0,"ZOMBIE",47,1
15,21.0,"HUMAN",35,32
15,21.0,"HUMAN",34,20
15,21.0,"HUMAN",48,49
15,21.0,"HUMAN",42,34
15,21.0,"HUMAN",31,2
15,21.0,"HUMAN",41,38
15,21.0,"HUMAN",16,21
15,21.0,"HUMAN",6,4
15,21.0,"HUMAN",29,14
15,21.0,"HUMAN",28,3
15,21.0,"HUMAN",34,3
15,21.0,"HUMAN",5,9
15,21.0,"HUMAN",34,7
15,21.0,"HUMAN",0,36
15,21.0,"HUMAN",39,30
15,21.0,"HUMAN",45,4
15,21.0,"HUMAN",19,34
15,21.0,"HUMAN",41,16
15,21.0,"HUMAN",48,7
15,21.0,"HUMAN",7,17
15,21.0,"HUMAN",44,25
15,21.0,"HUMAN",20,26
15,21.0,"ZOMBIE",40,11
15,21.0,"HUMAN",47,43
15,21.0,"HUMAN",16,18
15,21.0,"HUMAN",38,1
15,21.0,"HUMAN",30,42
15,21.0,"HUMAN",38,40
15,21.0,"HUMAN",36,21
15,21.0,"HUMAN",10,24
15,21.0,"HUMAN",22,28
15,21.0,"HUMAN",20,3
15,21.0,"HUMAN",16,9
15,21.0,"HUMAN",15,45
15,21.0,"HUMAN",44,18
15,21.0,"HUMAN",38,41
15,21.0,"ZOMBIE",47,4
15,21.0,"HUMAN",0,45
15,21.0,"HUMAN",1,37
15,21.0,"HUMAN",45,27
15,21.0,"HUMAN",25,35
15,21.0,"HUMAN",1,37
15,21.0,"HUMAN",26,38
15,21.0,"HUMAN",41,17
15,21.0,"HUMAN",0,22
15,21.0,"HUMAN",22,10
15,21.0,"HUMAN",49,33
15,21.0,"HUMAN",29,28
15,21.0,"HUMAN",32,26
15,21.0,"HUMAN",6,25
15,21.0,"HUMAN",13,26
15,21.0,"HUMAN",36,15
15,21.0,"HUMAN",16,38
15,21.0,"HUMAN",16,18
15,21.0,"HUMAN",27,42
15,21.0,"HUMAN",21,33
15,21.0,"HUMAN",38,5
15,21.0,"HUMAN",24,16
15,21.0,"HUMAN",33,25
15,21.0,"HUMAN",30,36
15,21.0,"ZOMBIE",38,47
15,21.0,"HUMAN",14,11
15,21.0,"HUMAN",44,16
15,21.0,"HUMAN",19,46
15,21.0,"HUMAN",5,16
15,21.0,"HUMAN",42,7
15,21.0,"HUMAN",25,17
15,21.0,"HUMAN",29,47
15,21.0,"HUMAN",3,1
15,21.0,"HUMAN",4,18
15,21.0,"HUMAN",9,36
15,21.0,"HUMAN",37,9
15,21.0,"ZOMBIE",23,40
15,21.0,"HUMAN",47,18
15,21.0,"HUMAN",48,33
15,21.0,"HUMAN",11,34
15,21.0,"HUMAN",9,44
15,21.0,"HUMAN",21,23
15,21.0,"HUMAN",3,3
15,21.0,"HUMAN",18,26
15,21.0,"HUMAN",1,30
15,21.0,"HUMAN",36,11
15,21.0,"HUMAN",39,13
15,21.0,"HUMAN",2,38
15,21.0,"HUMAN",38,49
15,21.0,"HUMAN",31,35
15,21.0,"HUMAN",34,0
15,21.0,"HUMAN",48,22
15,21.0,"HUMAN",30,2
15,21.0,"HUMAN",37,39
15,21.0,"HUMAN",29,31
15,21.0,"ZOMBIE",44,1
15,21.0,"HUMAN",33,25
15,21.0,"HUMAN",29,24
15,21.0,"HUMAN",30,40
15,21.0,"HUMAN",48,13
15,21.0,"HUMAN",49,10
15,21.0,"HUMAN",40,40
15,21.0,"HUMAN",6,44
15,21.0,"ZOMBIE",17,1
15,21.0,"HUMAN",30,45
15,21.0,"ZOMBIE",8,35
15,21.0,"HUMAN",39,28
15,21.0,"HUMAN",18,34
15,21.0,"HUMAN",33,38
15,21.0,"HUMAN",33,34
15,22.0,"HUMAN",41,40
15,22.0,"HUMAN",45,24
15,22.0,"HUMAN",32,32
15,22.0,"HUMAN",8,2
15,22.0,"HUMAN",36,28
15,22.0,"HUMAN",44,42
15,22.0,"HUMAN",34,49
15,22.0,"HUMAN",41,31
15,22.0,"HUMAN",20,18
15,22.0,"HUMAN",35,42
15,22.0,"HUMAN",41,36
15,22.0,"HUMAN",11,49
15,22.0,"HUMAN",6,11
15,22.0,"HUMAN",12,1
15,22.0,"HUMAN",48,48
15,22.0,"ZOMBIE",38,40
15,22.0,"HUMAN",33,32
15,22.0,"HUMAN",33,18
15,22.0,"HUMAN",9,7
15,22.0,"HUMAN",23,18
15,22.0,"HUMAN",4,36
15,22.0,"HUMAN",47,6
15,22.0,"HUMAN",41,23
15,22.0,"HUMAN",34,3
15,22.0,"HUMAN",33,37
15,22.0,"HUMAN",1,43
15,22.0,"ZOMBIE",27,26
15,22.0,"HUMAN",10,42
15,22.0,"HUMAN",19,11
15,22.0,"HUMAN",23,42
15,22.0,"HUMAN",44,27
15,22.0,"ZOMBIE",1,2
15,22.0,"HUMAN",24,9
15,22.0,"HUMAN",28,6
15,22.0,"HUMAN",3,47
15,22.0,"ZOMBIE",19,28
15,22.0,"HUMAN",47,49
15,22.0,"HUMAN",39,14
15,22.0,"HUMAN",32,37
15,22.0,"ZOMBIE",36,34
15,22.0,"HUMAN",21,3
15,22.0,"HUMAN",10,41
15,22.0,"HUMAN",1,41
15,22.0,"HUMAN",19,42
15,22.0,"HUMAN",14,0
15,22.0,"HUMAN",24,34
15,22.0,"HUMAN",1,5
15,22.0,"HUMAN",24,41
15,22.0,"HUMAN",46,0
15,22.0,"HUMAN",21,41
15,22.0,"HUMAN",16,3
15,22.0,"HUMAN",16,23
15,22.0,"HUMAN",45,2
15,22.0,"HUMAN",24,20
15,22.0,"HUMAN",41,12
15,22.0,"HUMAN",26,33
15,22.0,"HUMAN",33,17
15,22.0,"ZOMBIE",43,0
15,22.0,"HUMAN",26,8
15,22.0,"HUMAN",22,31
15,22.0,"HUMAN",17,32
15,22.0,"HUMAN",41,29
15,22.0,"HUMAN",20,17
15,22.0,"HUMAN",47,29
15,22.0,"HUMAN",49,28
15,22.0,"HUMAN",0,30
15,22.0,"HUMAN",7,3
15,22.0,"HUMAN",28,16
15,22.0,"HUMAN",41,20
15,22.0,"HUMAN",37,4
15,22.0,"HUMAN",48,16
15,22.0,"HUMAN",45,19
15,22.0,"HUMAN",6,35
15,22.0,"HUMAN",7,25
15,22.0,"HUMAN",49,30
15,22.0,"HUMAN",7,45
15,22.0,"HUMAN",1,41
15,22.0,"HUMAN",27,28
15,22.0,"HUMAN",13,18
15,22.0,"HUMAN",36,8
15,22.0,"HUMAN",5,30
15,22.0,"HUMAN",11,32
15,22.0,"ZOMBIE",42,46
15,22.0,"HUMAN",33,22
15,22.0,"ZOMBIE",25,10
15,22.0,"HUMAN",22,47
15,22.0,"HUMAN",20,23
15,22.0,"HUMAN",37,6
15,22.0,"HUMAN",35,21
15,22.0,"HUMAN",18,37
15,22.0,"HUMAN",10,20
15,22.0,"HUMAN",37,44
15,22.0,"HUMAN",27,4
15,22.0,"ZOMBIE",38,40
15,22.0,"HUMAN",7,38
15,22.0,"HUMAN",15,45
15,22.0,"HUMAN",20,0
15,22.0,"ZOMBIE",13,6
15,22.0,"HUMAN",20,29
15,22.0,"HUMAN",1,35
15,22.0,"HUMAN",21,46
15,22.0,"HUMAN",35,44
15,22.0,"HUMAN",0,26
15,22.0,"HUMAN",36,7
15,22.0,"ZOMBIE",45,49
15,22.0,"HUMAN",35,32
15,22.0,"HUMAN",34,20
15,22.0,"HUMAN",48,49
15,22.0,"HUMAN",42,34
15,22.0,"HUMAN",31,2
15,22.0,"HUMAN",41,38
15,22.0,"HUMAN",16,21
15,22.0,"HUMAN",6,4
15,22.0,"HUMAN",29,14
15,22.0,"HUMAN",28,3
15,22.0,"HUMAN",34,3
15,22.0,"HUMAN",5,9
15,22.0,"HUMAN",34,7
15,22.0,"HUMAN",0,36
15,22.0,"HUMAN",39,30
15,22.0,"HUMAN",45,4
15,22.0,"HUMAN",19,34
15,22.0,"HUMAN",41,16
15,22.0,"HUMAN",48,7
15,22.0,"HUMAN",7,17
15,22.0,"HUMAN",44,25
15,22.0,"HUMAN",20,26
15,22.0,"ZOMBIE",42,13
15,22.0,"HUMAN",47,43
15,22.0,"HUMAN",16,18
15,22.0,"HUMAN",38,1
15,22.0,"HUMAN",30,42
15,22.0,"HUMAN",36,21
15,22.0,"HUMAN",10,24
15,22.0,"HUMAN",22,28
15,22.0,"HUMAN",20,3
15,22.0,"HUMAN",16,9
15,22.0,"HUMAN",15,45
15,22.0,"HUMAN",44,18
15,22.0,"HUMAN",36,39
15,22.0,"ZOMBIE",48,1
15,22.0,"HUMAN",0,45
15,22.0,"HUMAN",1,37
15,22.0,"HUMAN",45,27
15,22.0,"HUMAN",25,35
15,22.0,"HUMAN",1,37
15,22.0,"HUMAN",26,38
15,22.0,"HUMAN",41,17
15,22.0,"HUMAN",0,22
15,22.0,"HUMAN",22,10
15,22.0,"HUMAN",49,33
15,22.0,"HUMAN",29,28
15,22.0,"HUMAN",32,26
15,22.0,"HUMAN",6,25
15,22.0,"HUMAN",13,26
15,22.0,"HUMAN",36,15
15,22.0,"HUMAN",16,38
15,22.0,"HUMAN",16,18
15,22.0,"HUMAN",27,42
15,22.0,"HUMAN",21,33
15,22.0,"HUMAN",38,5
15,22.0,"HUMAN",24,16
15,22.0,"HUMAN",33,25
15,22.0,"HUMAN",30,36
15,22.0,"ZOMBIE",36,0
15,22.0,"HUMAN",14,11
15,22.0,"HUMAN",44,16
15,22.0,"HUMAN",19,46
15,22.0,"HUMAN",5,16
15,22.0,"HUMAN",42,7
15,22.0,"HUMAN",25,17
15,22.0,"HUMAN",29,47
15,22.0,"HUMAN",3,1
15,22.0,"HUMAN",4,18
15,22.0,"HUMAN",9,36
15,22.0,"HUMAN",37,9
15,22.0,"ZOMBIE",25,42
15,22.0,"HUMAN",47,18
15,22.0,"HUMAN",48,33
15,22.0,"HUMAN",11,34
15,22.0,"HUMAN",9,44
15,22.0,"HUMAN",21,23
15,22.0,"HUMAN",3,3
15,22.0,"HUMAN",18,26
15,22.0,"HUMAN",1,30
15,22.0,"HUMAN",36,11
15,22.0,"HUMAN",39,13
15,22.0,"HUMAN",2,38
15,22.0,"HUMAN",38,49
15,22.0,"HUMAN",31,35
15,22.0,"HUMAN",34,0
15,22.0,"HUMAN",48,22
15,22.0,"HUMAN",30,2
15,22.0,"HUMAN",37,39
15,22.0,"HUMAN",29,31
15,22.0,"ZOMBIE",46,3
15,22.0,"HUMAN",33,25
15,22.0,"HUMAN",29,24
15,22.0,"HUMAN",30,40
15,22.0,"HUMAN",48,13
15,22.0,"HUMAN",49,10
15,22.0,"HUMAN",40,40
15,22.0,"HUMAN",6,44
15,22.0,"ZOMBIE",18,49
15,22.0,"HUMAN",30,45
15,22.0,"ZOMBIE",10,37
15,22.0,"HUMAN",39,28
15,22.0,"HUMAN",18,34
15,22.0,"HUMAN",33,38
15,22.0,"HUMAN",33,34
15,23.0,"HUMAN",41,40
15,23.0,"HUMAN",45,24
15,23.0,"HUMAN",32,32
15,23.0,"HUMAN",8,2
15,23.0,"HUMAN",36,28
15,23.0,"HUMAN",44,42
15,23.0,"HUMAN",32,47
15,23.0,"HUMAN",41,31
15,23.0,"HUMAN",20,18
15,23.0,"HUMAN",35,42
15,23.0,"HUMAN",41,36
15,23.0,"HUMAN",11,49
15,23.0,"HUMAN",6,11
15,23.0,"HUMAN",12,1
15,23.0,"HUMAN",48,48
15,23.0,"ZOMBIE",36,38
15,23.0,"HUMAN",34,29
15,23.0,"HUMAN",33,18
15,23.0,"HUMAN",9,7
15,23.0,"HUMAN",23,18
15,23.0,"HUMAN",4,36
15,23.0,"HUMAN",47,6
15,23.0,"HUMAN",41,23
15,23.0,"HUMAN",34,3
15,23.0,"HUMAN",33,37
15,23.0,"HUMAN",1,43
15,23.0,"ZOMBIE",25,25
15,23.0,"HUMAN",10,42
15,23.0,"HUMAN",19,11
15,23.0,"HUMAN",23,42
15,23.0,"HUMAN",44,27
15,23.0,"ZOMBIE",49,0
15,23.0,"HUMAN",24,9
15,23.0,"HUMAN",28,6
15,23.0,"HUMAN",3,47
15,23.0,"ZOMBIE",21,30
15,23.0,"HUMAN",47,49
15,23.0,"HUMAN",39,14
15,23.0,"HUMAN",32,37
15,23.0,"ZOMBIE",33,33
15,23.0,"HUMAN",21,3
15,23.0,"HUMAN",10,41
15,23.0,"HUMAN",1,41
15,23.0,"HUMAN",19,42
15,23.0,"HUMAN",14,0
15,23.0,"HUMAN",24,34
15,23.0,"HUMAN",1,5
15,23.0,"HUMAN",24,41
15,23.0,"HUMAN",46,0
15,23.0,"HUMAN",21,41
15,23.0,"HUMAN",16,3
15,23.0,"HUMAN",16,23
15,23.0,"HUMAN",45,2
15,23.0,"HUMAN",24,20
15,23.0,"HUMAN",41,12
15,23.0,"HUMAN",26,33
15,23.0,"HUMAN",33,17
15,23.0,"ZOMBIE",41,48
15,23.0,"HUMAN",26,8
15,23.0,"HUMAN",22,31
15,23.0,"HUMAN",17,32
15,23.0,"HUMAN",41,29
15,23.0,"HUMAN",20,17
15,23.0,"HUMAN",47,29
15,23.0,"HUMAN",49,28
15,23.0,"HUMAN",0,30
15,23.0,"HUMAN",7,3
15,23.0,"HUMAN",28,16
15,23.0,"HUMAN",41,20
15,23.0,"HUMAN",37,4
15,23.0,"HUMAN",48,16
15,23.0,"HUMAN",45,19
15,23.0,"HUMAN",6,35
15,23.0,"HUMAN",7,25
15,23.0,"HUMAN",49,30
15,23.0,"HUMAN",7,45
15,23.0,"HUMAN",1,41
15,23.0,"HUMAN",27,28
15,23.0,"HUMAN",13,18
15,23.0,"HUMAN",36,8
15,23.0,"HUMAN",5,30
15,23.0,"HUMAN",11,32
15,23.0,"ZOMBIE",42,46
15,23.0,"HUMAN",33,22
15,23.0,"ZOMBIE",23,8
15,23.0,"HUMAN",22,47
15,23.0,"HUMAN",20,23
15,23.0,"HUMAN",37,6
15,23.0,"HUMAN",35,21
15,23.0,"HUMAN",18,37
15,23.0,"HUMAN",10,20
15,23.0,"HUMAN",37,44
15,23.0,"HUMAN",27,4
15,23.0,"ZOMBIE",36,38
15,23.0,"HUMAN",7,38
15,23.0,"HUMAN",15,45
15,23.0,"HUMAN",22,48
15,23.0,"ZOMBIE",12,3
15,23.0,"HUMAN",20,29
15,23.0,"HUMAN",1,35
15,23.0,"HUMAN",21,46
15,23.0,"HUMAN",35,44
15,23.0,"HUMAN",0,26
15,23.0,"HUMAN",36,7
15,23.0,"ZOMBIE",43,1
15,23.0,"HUMAN",35,32
15,23.0,"HUMAN",34,20
15,23.0,"HUMAN",45,0
15,23.0,"HUMAN",42,34
15,23.0,"HUMAN",31,2
15,23.0,"HUMAN",41,38
15,23.0,"HUMAN",16,21
15,23.0,"HUMAN",6,4
15,23.0,"HUMAN",29,14
15,23.0,"HUMAN",28,3
15,23.0,"HUMAN",34,3
15,23.0,"HUMAN",5,9
15,23.0,"HUMAN",34,7
15,23.0,"HUMAN",0,36
15,23.0,"HUMAN",39,30
15,23.0,"HUMAN",45,4
15,23.0,"HUMAN",19,34
15,23.0,"HUMAN",41,16
15,23.0,"HUMAN",48,7
15,23.0,"HUMAN",7,17
15,23.0,"HUMAN",44,25
15,23.0,"HUMAN",20,26
15,23.0,"ZOMBIE",40,11
15,23.0,"HUMAN",47,43
15,23.0,"HUMAN",16,18
15,23.0,"HUMAN",38,1
15,23.0,"HUMAN",30,42
15,23.0,"HUMAN",36,21
15,23.0,"HUMAN",10,24
15,23.0,"HUMAN",22,28
15,23.0,"HUMAN",20,3
15,23.0,"HUMAN",16,9
15,23.0,"HUMAN",15,45
15,23.0,"HUMAN",44,18
15,23.0,"HUMAN",38,37
15,23.0,"ZOMBIE",49,49
15,23.0,"HUMAN",0,45
15,23.0,"HUMAN",1,37
15,23.0,"HUMAN",45,27
15,23.0,"HUMAN",25,35
15,23.0,"HUMAN",1,37
15,23.0,"HUMAN",26,38
15,23.0,"HUMAN",41,17
15,23.0,"HUMAN",0,22
15,23.0,"HUMAN",22,10
15,23.0,"HUMAN",49,33
15,23.0,"HUMAN",29,28
15,23.0,"HUMAN",32,26
15,23.0,"HUMAN",6,25
15,23.0,"HUMAN",13,26
15,23.0,"HUMAN",36,15
15,23.0,"HUMAN",16,38
15,23.0,"HUMAN",16,18
15,23.0,"HUMAN",27,42
15,23.0,"HUMAN",21,33
15,23.0,"HUMAN",38,5
15,23.0,"HUMAN",24,16
15,23.0,"HUMAN",33,25
15,23.0,"HUMAN",30,36
15,23.0,"ZOMBIE",34,48
15,23.0,"HUMAN",14,11
15,23.0,"HUMAN",44,16
15,23.0,"HUMAN",19,46
15,23.0,"HUMAN",5,16
15,23.0,"HUMAN",42,7
15,23.0,"HUMAN",25,17
15,23.0,"HUMAN",29,47
15,23.0,"HUMAN",3,1
15,23.0,"HUMAN",4,18
15,23.0,"HUMAN",9,36
15,23.0,"HUMAN",37,9
15,23.0,"ZOMBIE",23,40
15,23.0,"HUMAN",47,18
15,23.0,"HUMAN",48,33
15,23.0,"HUMAN",11,34
15,23.0,"HUMAN",9,44
15,23.0,"HUMAN",21,23
15,23.0,"HUMAN",3,3
15,23.0,"HUMAN",18,26
15,23.0,"HUMAN",1,30
15,23.0,"HUMAN",36,11
15,23.0,"HUMAN",39,13
15,23.0,"HUMAN",2,38
15,23.0,"HUMAN",38,49
15,23.0,"HUMAN",31,35
15,23.0,"HUMAN",34,0
15,23.0,"HUMAN",48,22
15,23.0,"HUMAN",30,2
15,23.0,"HUMAN",37,39
15,23.0,"HUMAN",29,31
15,23.0,"ZOMBIE",44,1
15,23.0,"HUMAN",33,25
15,23.0,"HUMAN",29,24
15,23.0,"HUMAN",30,40
15,23.0,"HUMAN",48,13
15,23.0,"HUMAN",49,10
15,23.0,"HUMAN",40,40
15,23.0,"HUMAN",6,44
15,23.0,"ZOMBIE",20,1
15,23.0,"HUMAN",30,45
15,23.0,"ZOMBIE",8,35
15,23.0,"HUMAN",39,28
15,23.0,"HUMAN",18,34
15,23.0,"HUMAN",33,38
15,23.0,"HUMAN",35,37
15,24.0,"HUMAN",41,40
15,24.0,"HUMAN",45,24
15,24.0,"HUMAN",32,32
15,24.0,"HUMAN",8,2
15,24.0,"HUMAN",36,28
15,24.0,"HUMAN",44,42
15,24.0,"HUMAN",32,47
15,24.0,"HUMAN",41,31
15,24.0,"HUMAN",20,18
15,24.0,"HUMAN",35,42
15,24.0,"HUMAN",41,36
15,24.0,"HUMAN",11,49
15,24.0,"HUMAN",6,11
15,24.0,"HUMAN",12,1
15,24.0,"HUMAN",48,48
15,24.0,"ZOMBIE",33,36
15,24.0,"HUMAN",34,29
15,24.0,"HUMAN",33,18
15,24.0,"HUMAN",9,7
15,24.0,"HUMAN",23,18
15,24.0,"HUMAN",4,36
15,24.0,"HUMAN",47,6
15,24.0,"HUMAN",41,23
15,24.0,"HUMAN",34,3
15,24.0,"HUMAN",33,37
15,24.0,"HUMAN",1,43
15,24.0,"ZOMBIE",24,22
15,24.0,"HUMAN",10,42
15,24.0,"HUMAN",19,11
15,24.0,"HUMAN",23,42
15,24.0,"HUMAN",44,27
15,24.0,"ZOMBIE",1,2
15,24.0,"HUMAN",24,9
15,24.0,"HUMAN",28,6
15,24.0,"HUMAN",3,47
15,24.0,"ZOMBIE",23,32
15,24.0,"HUMAN",47,49
15,24.0,"HUMAN",39,14
15,24.0,"HUMAN",32,37
15,24.0,"ZOMBIE",31,31
15,24.0,"HUMAN",21,3
15,24.0,"HUMAN",10,41
15,24.0,"HUMAN",1,41
15,24.0,"HUMAN",19,42
15,24.0,"HUMAN",14,0
15,24.0,"HUMAN",24,34
15,24.0,"HUMAN",1,5
15,24.0,"HUMAN",24,41
15,24.0,"HUMAN",46,0
15,24.0,"HUMAN",21,41
15,24.0,"HUMAN",16,3
15,24.0,"HUMAN",16,23
15,24.0,"HUMAN",45,2
15,24.0,"HUMAN",24,20
15,24.0,"HUMAN",41,12
15,24.0,"HUMAN",26,33
15,24.0,"HUMAN",33,17
15,24.0,"ZOMBIE",40,45
15,24.0,"HUMAN",26,8
15,24.0,"HUMAN",22,31
15,24.0,"HUMAN",17,32
15,24.0,"HUMAN",41,29
15,24.0,"HUMAN",20,17
15,24.0,"HUMAN",47,29
15,24.0,"HUMAN",49,28
15,24.0,"HUMAN",0,30
15,24.0,"HUMAN",7,3
15,24.0,"HUMAN",28,16
15,24.0,"HUMAN",41,20
15,24.0,"HUMAN",37,4
15,24.0,"HUMAN",48,16
15,24.0,"HUMAN",45,19
15,24.0,"HUMAN",6,35
15,24.0,"HUMAN",7,25
15,24.0,"HUMAN",49,30
15,24.0,"HUMAN",7,45
15,24.0,"HUMAN",1,41
15,24.0,"HUMAN",27,28
15,24.0,"HUMAN",13,18
15,24.0,"HUMAN",36,8
15,24.0,"HUMAN",5,30
15,24.0,"HUMAN",11,32
15,24.0,"ZOMBIE",40,48
15,24.0,"HUMAN",33,22
15,24.0,"ZOMBIE",25,10
15,24.0,"HUMAN",22,47
15,24.0,"HUMAN",20,23
15,24.0,"HUMAN",37,6
15,24.0,"HUMAN",35,21
15,24.0,"HUMAN",18,37
15,24.0,"HUMAN",10,20
15,24.0,"HUMAN",37,44
15,24.0,"HUMAN",27,4
15,24.0,"ZOMBIE",38,40
15,24.0,"HUMAN",7,38
15,24.0,"HUMAN",15,45
15,24.0,"HUMAN",22,48
15,24.0,"ZOMBIE",15,5
15,24.0,"HUMAN",20,29
15,24.0,"HUMAN",1,35
15,24.0,"HUMAN",21,46
15,24.0,"HUMAN",35,44
15,24.0,"HUMAN",0,26
15,24.0,"HUMAN",36,7
15,24.0,"ZOMBIE",40,2
15,24.0,"HUMAN",35,32
15,24.0,"HUMAN",34,20
15,24.0,"HUMAN",45,0
15,24.0,"HUMAN",42,34
